ids,prediction
61640617
61630149
61830939
61754943
61837302
61917971
61841469
61840544
61839304
62162961
62280480
62248541
62202822
62227931
62248431
62424579
62430211
62448614
62613158
62742840
62751859
63054612
63212045
63226393
63108996
63109510
63212448
63218864
63227892
63346796
63345541
63341975
63356097
63718268
63858490
64146498
64148306
64121224
64141538
64124925
64311114
64323951
64276432
64443694
64442695
64447568
64430177
64447598
64516535
64582078
64647398
66279458
66284601
68034437
68065706
68075006
68262419
68406798
68407849
68502835
68503147
68386155
68404855
68397974
68408533
68390391
68384504
68904958
69039386
69040248
69202567
69059493
69170907
69217077
69224516
69214107
69771016
69793581
69792463
69795812
69792745
70102286
70114576
70114069
70124582
70150201
69991002
70114152
70091140
70102709
69980092
70123241
70108145
70424715
70427277
70783099
70782207
70976781
70915361
70918013
71000292
70951156
71137025
71139593
71144974
71162491
71139505
71146177
71758200
72167419
72333936
72518946
72505709
73972697
74999476
75141687
75966171
77877376
78078279
78523158
78794527
78794545
78794948
78847445
79019691
80280362
80322873
80283590
80682261
80562529
80620988
80739794
81104216
81089901
81422064
82221571
82223941
82648901
82840119
82977103
82972026
83741540
83979238
84003590
84000126
84000142
83993237
83990199
84376351
84213043
84366509
84343984
84359093
84376567
84547630
84547120
84416949
84548825
84563489
84603781
84717614
84717539
85013002
85174311
85221208
85026732
85209566
85159647
85396249
85237882
85243047
85417385
85537929
85587398
85802743
86231698
87559103
90571151
103477908
103662224
103694210
104704270
104712068
107355847
108359184
108421806
109731216
109730980
111115111
111281045
111353217
111632649
111632239
111640764
111632363
112137026
114881119
116140090
116453334
116533143
116763581
116788852
130462143
130702380
130960914
131327563
131327327
132610952
133162528
134829892
134845632
135165793
135728791
136222734
136322238
136557797
136784945
137364790
137329463
137373004
137581254
138210820
138513937
138515943
139829766
139627838
139891304
139829103
139626179
139835612
139802608
139813373
139926719
140606731
140662823
140657254
140673165
140879729
144784911
145669901
145684315
145701226
145700971
146195177
146760551
146552937
146733026
147613514
147523776
147810488
147911219
149206201
149616327
149886429
150181518
150185453
150209343
150209378
150342058
150758466
150715477
150716069
150705076
150716360
150779614
150774765
151010357
151022228
151273492
152486161
152471615
153046923
154288507
154530797
154604380
155469178
155469505
155477705
156367225
156275870
156279475
156284083
156359612
156328382
156632588
156574655
39336928
39333352
39435248
39638341
39614847
39638693
39635892
39646934
39652343
39699073
39660468
39659726
39873539
39884087
39868787
39872435
39885507
39892693
39905028
40027394
40102214
40022603
40027556
40119979
40196927
40146019
40197524
40133038
40219584
40128745
40259607
40350234
40250666
40255538
40254814
40338869
40260031
40259831
40354309
40361733
40406589
40353653
40405717
40690207
40701226
40696109
40698763
40706974
40719612
40812806
40725043
40834917
40820867
40742026
40829078
40812543
40911150
40920135
40847435
40943954
40910704
40917991
40944618
41043879
40957667
41060068
41295930
41294958
41423185
41312401
41319629
41408466
41403095
41532217
41508808
41537224
41444816
41455313
41658384
41636149
41552704
41572856
41762141
41750658
41760459
41664217
41746406
42011226
42106675
42122339
42225668
42165591
42166882
42151065
42159777
42152641
42352898
42276768
42262961
42263233
42263259
42263539
42665734
42673943
42785079
42774077
42699348
42783859
42773650
42761144
42693051
43034709
43042422
43054711
43147502
43176790
43157598
43397734
43508000
43520820
43510644
43543336
43657520
43637681
43759949
43865634
43792036
43948708
43898869
44119957
44134077
44362659
44364207
44494727
44407451
44405661
44409017
44402895
44621080
44628775
44613471
44622981
44629170
44612792
44630011
44633096
44633177
44636635
44718109
44775766
44724944
44885274
44858421
44884548
44860254
44855696
44863384
44880284
44882624
44882376
44886481
44856023
44886008
44892450
44978008
44894041
44977762
44890211
45168058
45660266
45995542
45995651
45982106
45989035
46015231
46110562
46252905
46369576
46387047
46270867
46387368
46380519
46922845
47014755
47044808
47030769
47167971
47319903
47705771
47724544
47737175
47811294
47731172
47968771
47864837
47983701
47868102
47867608
47866340
47961067
48114951
48114195
48097045
48000539
48095548
47999358
48001166
48133969
48408818
48561142
48709242
48700045
48843438
49351730
49364826
49260698
49652001
49647788
50410558
50398058
50288752
50396848
50538838
50561657
51585299
51570208
51639874
51660174
51911751
52061671
52313418
52326776
52213716
52472607
